player_id,player_name,total_distance,high_speed_distance,percentage_max_velocity,red_zone,gen2_acceleration_band6plus_total_effort_count,gen2_acceleration_band3plus_total_effort_count,total_player_load,player_load_per_minute,meterage_per_minute,total_acceleration_load,avg_trimp,percentage_max_heart_rate
29,Player 29,4020.5592996533246,100.2286967548692,68.28212918540818,0.0,145.0,135.0,506.95370421550507,7.4288654470593585,56.02611814639457,1374.4782262533054,0.3588977767238101,8.2930878880151
40,Player 40,4168.499007941026,80.5943931530532,60.55143252256201,0.0,131.0,125.0,363.11341296797696,4.497071941472196,52.23931896508564,1381.365465846729,0.0,0.0
1,Player 1,2964.533239283559,131.95345881487563,65.89583947505616,0.0,93.0,94.0,357.7285666041855,6.464438965453813,64.92231758991521,944.6201107673758,0.0,0.0
20,Player 20,4511.609936672718,56.3107325350398,66.62931875952333,0.0,98.0,94.0,444.1977286295371,5.1289531690740375,44.911449238681,1291.1659429018325,0.0,0.0
18,Player 18,3621.7823705277874,51.37164887424673,53.14655029313703,0.0,100.0,106.0,347.7082623117892,4.724231435350099,44.44079945335528,1022.235775925114,0.0,0.0
11,Player 11,2687.5035648217545,31.485017886891576,65.01278243879531,0.0,86.0,76.0,314.4874915086474,5.756778942347615,50.22198890153103,977.3712492281776,0.0,0.0
25,Player 25,4877.172397684661,204.76942394367757,62.22443886736921,0.0,123.0,109.0,506.14036185584814,6.473185476501932,51.8575883377816,1206.070129586656,0.0,0.0
23,Player 23,367.2869286607561,0.0,12.565404420301698,0.0,0.0,0.0,35.598361341608715,0.7942748549935741,7.679240853306764,113.12061559577366,0.0,0.0
26,Player 26,5124.190549893724,128.49834197746088,69.0941681861372,0.0,171.0,158.0,669.5942905622198,8.122025267509235,72.68862149471968,1410.5979788084019,0.0,0.0
21,Player 21,4299.196276116491,142.30397945876894,61.41356726119709,0.0,134.0,121.0,517.1969743559418,6.201451700030694,62.47655582531109,1285.0040919051046,0.0,0.0
39,Player 39,2197.4105263699944,66.65234755291885,60.84448250916411,0.008,46.0,42.0,297.6958174867,5.839743882012262,43.92087116212254,687.1803880713322,0.16646694854589714,2.983358953038119
41,Player 41,3537.350419217795,129.5895063500837,64.16600296621652,0.0,125.0,114.0,310.22948149450997,4.874295580890655,56.066581668690915,1289.4542629057291,0.0,0.0
28,Player 28,4791.453301940411,169.57849177242227,70.97909524062376,0.0,130.0,117.0,525.8155191026302,6.4316005733569135,54.38883156079361,1272.4289505556533,0.0,0.0
4,Player 4,2055.617936515167,6.007662648876224,58.38003595527124,0.0,36.0,31.0,232.72791721090633,3.364848441802133,35.64945924544482,918.712412342361,0.0,0.0
12,Player 12,4021.8959554956095,155.5521372477239,70.03865881976213,0.0,116.0,114.0,395.19943957771204,5.089420991849589,54.62867369408387,1148.7443540183867,0.0,0.0
34,Player 34,2838.5134994361583,28.129107157255895,57.5146880245572,0.0,80.0,61.0,328.1421322467488,6.358631191717697,52.56907478174528,822.9306833073911,0.0,0.0
22,Player 22,3162.1808677089466,89.17264570819636,68.99455355519031,0.0,89.0,90.0,297.8834072583755,6.106211586687252,61.734232801649725,933.3264327765503,0.0,0.0
10,Player 10,1953.1704404471106,22.559461834299352,52.722287491523524,0.0,41.0,34.0,256.4109279575304,4.857311538455489,36.2701448463154,564.3751656376276,0.0,0.0
6,Player 6,2256.325643723579,5.1029228779370435,54.23985928165116,0.011,35.0,30.0,250.00496573311543,4.450352651100617,34.13058032971718,795.3485529592808,0.0,0.0
36,Player 36,2904.2221127101793,104.79323496973062,69.94202465611767,0.0,94.0,80.0,300.8145227048088,6.241700965322443,57.46474087348224,864.4639997996065,0.0,0.0
3,Player 3,4035.338125950142,115.8468898922207,66.437861932914,0.0,118.0,105.0,496.8914459331104,6.231835266998324,53.718284805746755,1081.4992475688298,0.0,0.0
15,Player 15,4254.090191789069,139.4703558544104,60.44590247136388,0.0,126.0,114.0,403.3784205317287,4.848366827294777,50.16687912587932,1271.0597137218645,0.0,0.0
16,Player 16,2301.4361839898997,101.42924639517108,54.44734142391365,0.0,76.0,69.0,229.61048580643143,4.750860742803785,42.15840942462868,710.6484717062053,0.0,0.0
19,Player 19,2570.2086678174046,78.38395016305793,58.15928977023363,0.0,72.0,66.0,232.1735211727181,4.712852342098889,52.28211227865725,764.1524876248765,0.0,0.0
5,Player 5,3230.462752229333,9.998614490239714,57.12023325630834,0.0,63.0,52.0,286.85876775247937,3.641879739413199,32.6713043139396,1244.6637373167855,0.0,0.0
17,Player 17,3454.2742380822206,195.22740716287592,69.47028227917073,0.046,114.0,101.0,486.16300519757215,6.75390804745731,51.36270385992152,983.7716782229298,0.0,0.0
35,Player 35,3416.6076827065253,95.3166720378137,46.116953327902316,0.0,94.0,95.0,340.5403325117501,3.316764874227227,40.070298031084796,1069.154453563225,0.13278546516132012,3.278894865276204
2,Player 2,4005.327436314435,126.00608585793489,55.18184049608641,0.0,120.0,113.0,471.2315978674513,4.45385401932854,44.718612100090226,1271.1322944137057,0.0,0.0
