player_id,player_name,num_periods,total_distance,high_speed_distance,percentage_max_velocity,red_zone,gen2_acceleration_band6plus_total_effort_count,gen2_acceleration_band3plus_total_effort_count,total_player_load,player_load_per_minute,meterage_per_minute,total_acceleration_load,avg_trimp,percentage_max_heart_rate
29,Player 29,21,4747.166602567116,179.1328192908881,76.73087268484943,0.0,150.0,142.0,471.7424893508407,7.444219786644125,61.419715488630544,1443.9103542169316,0.13943387301504717,3.56417694506257
40,Player 40,24,4612.0582941350485,143.8173890964997,78.28185377028355,0.0063083114759558915,134.0,126.0,450.33408118732547,5.689730207859179,64.89978689118117,1492.8418498054793,0.11265206998206446,2.0744401870908473
1,Player 1,21,4748.247006419177,292.3199182177343,81.07871419617146,0.0,126.0,125.0,503.8671987960489,8.296175584092447,73.58754498650066,1337.639626796369,0.0,0.0
20,Player 20,13,4841.232250244346,79.1966980071316,75.39693242331023,0.0,113.0,103.0,478.38959485803866,6.205116464022064,52.170579445645224,1417.9354572249235,0.0,0.0
18,Player 18,20,5274.463651668984,127.41937998677165,73.8454977312407,0.0,142.0,153.0,513.4046799506324,6.418502336640789,71.34031834143818,1607.6482664486812,0.0,0.0
11,Player 11,11,4833.250261281072,137.89288403669167,86.72455252427167,0.0,125.0,113.0,585.1097428325946,7.68329434299752,62.1967651711466,1542.886892788351,0.0,0.0
25,Player 25,20,4558.519337539147,186.429718598975,81.37947622323831,0.0,136.0,122.0,555.7653587525191,8.180525481382507,65.34720077727481,1343.8014277237958,0.06969408361698434,1.9896174818121468
23,Player 23,20,3087.76312444147,133.96783773169776,63.764901040393966,0.0,77.0,76.0,361.18574018465335,4.875069454830952,47.29829718095387,1025.8880074280369,0.0,0.0
26,Player 26,22,5164.5364364001025,166.38498711129665,84.49979404870524,0.0,164.0,159.0,622.5886595485963,8.926729374986355,80.27440439174323,1447.291675364882,0.15168147669263116,6.2569341510441365
21,Player 21,23,4907.47961925052,191.7194115031355,81.93879461495486,0.0,154.0,149.0,501.8177095869313,6.796868204847718,74.0241003708909,1508.8580049488407,0.0,0.0
39,Player 39,21,3703.6220682169283,242.10814457861926,69.62154027150092,0.0,101.0,98.0,454.1861201455193,8.195438423943422,61.45404227270016,1042.7643153039287,0.07396063658803646,1.5232777941589983
24,Player 24,8,2492.4375046861883,17.99400681920681,65.17072140678381,0.0,43.0,37.0,284.74633318198306,4.916104633029171,38.7597936371119,1031.848147521809,0.0,0.0
41,Player 41,23,3501.1631446147085,166.27033764381994,73.82041593254152,0.0,101.0,97.0,280.5947506575279,4.9007263279835716,57.44365224276119,1086.687461068848,0.059495177527642495,0.535580191211148
30,Player 30,7,4915.494801047406,164.67341550297522,82.58496641093464,0.0,159.0,151.0,608.0849175428579,8.76834835998941,66.57765020514108,1658.2008154914624,0.0395238271168558,1.0709145270887586
28,Player 28,22,3591.664878438536,149.70998925441967,58.25027668645951,0.0,89.0,80.0,436.08576188829403,5.295404870881981,50.19354062832973,1060.871514049442,0.32884816182893056,6.834554292142109
